studyarea_,veg_cl_tm,blue_mean,green_mean,red_mean,nir_mean
6,wh,45,56,48,123
6,wh,39,67,53,137
6,bt,52,73,67,151
6,bt,30,41,33,125
6,wh,39,59,50,129
6,wh,12,17,13,42
6,wh,49,78,73,125
6,bt,35,64,48,132
6,wh,48,70,62,130
6,bt,32,47,34,140
6,wh,43,74,70,124
6,wh,50,73,65,133
6,wh,43,65,62,117
6,wh,53,78,62,154
6,wh,45,58,56,116
6,wh,40,67,58,128
6,wh,47,68,57,139
6,ew,4,11,10,33
6,wh,36,58,49,128
6,ew,41,59,60,141
6,wh,36,58,46,126
6,wh,52,83,65,148
6,wh,39,58,45,133
6,wh,39,58,53,119
6,bt,34,62,43,150
6,ew,48,52,53,135
6,wh,45,65,58,135
6,wh,44,64,59,121
6,bt,38,51,41,132
6,wh,42,65,57,118
6,wh,43,66,62,123
6,ew,45,65,58,134
6,wh,31,42,32,124
6,ew,18,24,19,90
6,wh,37,56,44,131
6,wh,39,65,53,125
6,wh,50,79,70,148
6,ew,47,60,49,146
6,wh,53,81,70,133
6,ew,40,60,49,146
6,wh,66,86,81,136
6,wh,38,64,51,137
6,bt,6,22,15,73
6,wh,47,67,62,124
6,bt,28,52,35,147
6,bt,32,54,35,143
6,ttt,55,99,75,155
6,bt,27,25,13,107
6,ttt,54,93,69,151
6,wh,46,74,63,132
6,wh,53,82,74,131
6,ew,40,54,56,122
6,ew,37,52,41,123
6,wh,45,65,55,142
6,wh,39,70,62,133
6,wh,44,68,58,141
6,bt,37,59,42,146
6,wh,49,81,75,130
6,wh,47,66,62,115
6,wh,44,67,63,129
6,wh,45,66,59,127
6,wh,49,74,73,127
6,bt,41,63,54,129
6,wh,38,66,58,131
6,wh,49,76,71,122
6,wh,33,49,39,100
6,wh,48,79,78,126
6,wh,50,75,74,128
6,ttt,54,101,74,156
6,wh,45,69,64,126
6,bt,34,54,43,128
6,bt,33,57,41,138
6,wh,43,66,58,127
6,ttt,40,58,48,134
6,bt,42,66,50,140
6,wh,39,68,60,133
6,ttt,49,85,63,142
6,wh,47,70,62,130
6,ttt,42,70,62,124
6,wh,33,44,41,90
6,wh,45,65,60,122
6,ew,7,14,12,26
6,wh,40,63,53,131
6,bt,44,68,58,142
6,ew,49,74,71,130
6,wh,44,66,62,120
6,wh,47,79,68,131
6,ttt,54,96,71,147
6,ew,31,39,37,91
6,ttt,57,106,84,158
6,wh,38,71,62,129
6,ew,39,49,46,122
6,ttt,42,79,62,134
6,ttt,54,92,69,150
6,ttt,56,107,85,152
6,ew,33,49,37,128
6,ttt,50,83,54,141
6,ttt,46,81,57,146
6,ew,34,44,43,116
6,wh,43,70,56,138
6,wh,48,77,72,124
6,ttt,43,75,61,135
6,wh,57,65,59,122
6,bt,34,52,36,138
6,ew,49,65,53,132
6,ew,60,77,79,156
6,ew,58,82,72,171
6,ttt,49,79,61,141
6,bt,35,55,39,152
6,wh,52,91,74,149
6,wh,45,72,62,138
6,ew,24,49,41,120
6,wh,57,78,68,138
6,ttt,58,99,77,164
6,wh,46,79,77,130
6,ew,31,28,27,83
6,bt,43,64,57,131
6,wh,46,71,69,126
6,ew,40,48,43,112
6,ew,52,79,69,145
6,bt,39,61,47,146
6,ew,33,35,38,105
6,ew,44,60,55,141
6,bt,35,55,43,137
6,ttt,50,95,66,156
6,ew,45,54,50,120
6,ew,21,36,32,103
6,wh,41,65,56,133
6,ew,44,69,60,137
6,bt,35,49,33,143
6,wh,51,80,65,132
6,ew,48,52,47,134
6,wh,48,82,65,139
6,bt,32,50,34,147
6,wh,50,77,62,124
6,ew,35,48,47,128
6,ew,32,39,36,110
6,wh,54,78,77,120
6,wh,45,71,70,120
6,wh,29,24,19,67
6,wh,46,79,70,133
6,ew,19,21,20,47
6,bt,41,59,53,139
6,wh,43,66,62,129
6,wh,40,61,53,126
6,wh,62,87,87,155
6,ew,42,62,57,137
6,ttt,58,95,72,150
6,ew,52,79,75,154
6,wh,42,59,52,132
6,ttt,50,100,69,156
6,ttt,60,107,81,158
6,ew,50,68,66,153
6,ew,12,12,16,53
6,bt,34,54,39,139
6,bt,35,55,41,143
6,bt,34,57,36,149
6,ttt,45,78,59,134
6,wh,53,82,70,143
6,ew,49,77,68,157
6,bt,45,78,57,148
6,ew,53,81,75,159
6,ttt,45,71,61,135
6,bt,25,37,30,109
6,wh,46,75,59,130
6,wh,43,65,55,127
6,bt,36,67,48,152
6,bt,35,55,39,141
6,wh,45,50,50,100
6,ttt,51,84,68,138
6,bt,35,66,45,142
6,wh,49,83,71,132
6,bt,38,58,41,139
6,ttt,54,96,71,145
6,bt,38,56,39,143
6,bt,35,71,50,153
6,bt,43,79,55,156
6,ew,54,73,73,140
6,bt,4,9,6,29
6,ttt,55,91,64,154
6,ttt,53,95,66,161
6,ew,52,68,71,148
6,bt,19,20,13,52
6,ew,38,43,40,103
6,ttt,48,86,62,143
6,bt,38,63,53,133
6,bt,50,71,60,136
6,ew,53,75,73,137
6,ew,32,33,30,111
6,wh,44,75,62,134
6,ew,49,58,62,141
6,ttt,54,104,72,157
6,wh,26,31,23,81
6,ttt,55,106,79,158
6,wh,32,42,41,110
6,ew,39,71,69,140
6,ew,41,61,54,132
6,bt,43,66,50,139
6,ttt,57,96,68,151
6,ew,51,61,61,136
6,wh,49,72,64,126
6,ttt,42,67,60,123
6,bt,23,30,20,84
6,wh,46,70,60,123
6,wh,45,67,59,131
6,bt,37,64,52,141
6,wh,24,14,15,10
6,bt,37,60,46,144
6,wh,32,42,37,103
6,bt,39,61,46,145
6,bt,30,54,37,142
6,ew,28,31,31,103
6,bt,26,41,29,123
6,bt,44,64,55,125
6,wh,43,69,56,131
6,wh,43,69,56,133
6,ew,58,73,70,151
6,wh,50,78,66,136
6,ew,34,53,41,139
6,ttt,55,86,69,150
6,ew,43,47,49,126
6,wh,43,61,54,123
6,ew,42,64,60,142
6,wh,49,73,59,138
6,ew,27,24,23,73
6,wh,47,70,59,135
6,ttt,63,111,83,173
6,wh,45,78,60,141
6,bt,45,75,70,152
6,wh,37,55,45,125
7,wh,21,45,37,105
7,wh,46,71,64,123
7,ew,17,10,11,63
7,ew,35,49,36,115
7,wh,35,52,47,107
7,ew,49,59,66,103
7,ew,38,61,53,118
7,wh,33,52,45,104
7,ew,63,76,74,130
7,ew,35,45,46,98
7,wh,44,68,64,114
7,wh,53,66,68,109
7,wh,37,56,52,120
7,ew,7,5,6,16
7,wh,35,62,53,128
7,wh,41,63,60,116
7,ew,42,47,42,119
7,ew,30,40,35,89
7,wh,38,61,52,122
7,bt,36,51,40,125
7,bt,49,71,66,128
7,ew,31,42,31,105
7,bt,46,63,60,107
7,bt,38,59,53,116
7,ew,27,31,29,86
7,ew,70,92,92,154
7,wh,62,71,65,124
7,wh,49,60,64,97
7,wh,46,65,68,104
7,ew,42,56,47,129
7,ew,10,10,5,63
7,ew,34,47,47,117
7,ew,46,68,67,144
7,ew,26,31,27,94
7,bt,34,59,41,148
7,ew,33,46,49,100
7,ew,29,33,30,83
7,bt,39,62,51,133
7,bt,31,53,39,129
7,bt,34,50,38,129
7,ew,39,53,49,123
7,ew,57,78,64,150
7,ew,67,94,85,166
7,ew,30,33,32,73
7,wh,47,72,67,123
7,ew,38,50,38,136
7,ew,39,56,42,157
7,ew,52,70,70,124
7,ew,19,21,14,57
7,ew,53,76,76,133
7,bt,32,47,37,120
7,wh,36,56,44,133
7,ew,14,5,7,37
7,wh,48,63,65,101
7,ew,24,24,22,55
7,bt,56,93,75,146
7,ew,53,66,62,132
7,ew,39,48,39,110
7,ew,49,68,60,139
7,dis,44,62,58,126
7,ew,12,17,19,70
7,wh,44,63,60,102
7,ew,65,83,84,115
7,wh,42,67,58,126
7,wh,45,64,62,113
7,ew,34,43,39,114
7,ew,48,72,62,119
7,ew,60,81,80,130
7,ew,43,48,45,107
7,ew,39,53,43,136
7,wh,54,69,72,113
7,dis,64,72,63,124
7,dis,82,95,94,110
7,bt,41,59,41,139
7,wh,46,68,61,129
7,bt,35,50,38,141
7,ew,49,79,79,158
7,dis,47,64,56,131
7,ew,39,51,45,115
7,bt,41,59,56,110
7,ew,58,73,68,123
7,ew,24,29,21,38
7,ew,13,17,13,58
7,bt,29,44,35,115
7,bt,40,52,47,105
7,ew,28,35,31,92
7,bt,37,63,51,134
7,bt,32,31,33,46
7,ew,47,61,67,109
7,ew,68,101,83,160
7,ew,43,57,46,121
7,bt,45,69,53,158
7,ew,69,97,82,169
7,ew,47,67,68,146
7,bt,63,73,76,105
7,ew,55,58,59,116
7,ew,39,38,32,72
7,bt,40,56,48,138
7,bt,52,72,60,133
7,bt,43,70,65,135
7,bt,127,142,146,132
7,ew,38,46,51,110
7,ew,47,65,61,132
7,ew,55,58,68,68
7,ew,44,64,55,133
7,bt,51,44,36,42
7,ew,18,31,24,73
7,bt,42,58,56,116
7,bt,41,57,53,112
7,ew,38,53,51,120
7,ew,56,75,79,109
7,wh,53,80,66,151
7,bt,49,72,59,134
7,bt,29,55,42,127
7,wh,96,113,112,103
7,ew,47,63,61,122
7,wh,72,59,52,89
7,bt,40,64,49,145
7,ew,49,73,74,120
7,ew,57,72,65,136
7,ew,46,57,53,131
7,bt,35,52,43,122
7,ew,46,70,66,138
7,ew,52,77,78,142
7,ew,33,64,49,130
7,ew,63,84,69,161
7,ew,33,54,37,107
7,wh,88,100,105,77
7,ew,30,37,33,80
7,ew,43,56,61,110
7,ew,12,16,12,53
7,ew,18,32,27,49
7,ew,54,70,60,139
7,ew,50,69,59,159
7,ew,3,7,5,20
7,ew,47,60,57,126
7,ew,51,81,75,140
7,bt,44,62,47,159
7,wh,90,105,109,89
7,ew,57,64,68,75
7,ew,39,54,59,109
7,ew,31,40,29,102
7,bt,28,44,33,137
7,bt,62,85,83,168
7,ew,10,11,9,64
7,bt,26,33,24,104
7,ew,51,75,68,144
7,ew,23,35,23,87
7,ew,46,69,57,137
7,bt,40,64,59,126
7,ew,31,35,34,89
7,ew,51,66,63,134
7,ew,28,23,21,70
7,ew,48,69,56,127
7,bt,32,59,50,125
7,ew,34,41,39,88
7,ew,35,39,35,93
7,ew,46,61,67,133
7,ew,31,35,33,63
7,bt,3,4,6,23
7,ew,41,53,48,139
7,ew,49,80,75,143
7,ew,36,41,39,84
7,bt,38,62,55,126
7,ew,47,65,57,114
7,ew,41,68,58,144
7,ew,43,72,55,140
7,bt,58,75,70,125
7,bt,30,45,36,113
7,ew,34,44,43,96
7,ew,36,46,43,98
7,ew,68,86,70,149
7,ew,39,46,40,100
7,ew,47,58,53,112
7,bt,34,60,48,131
7,ew,25,26,27,61
7,ew,50,70,66,121
7,ew,64,74,75,102
7,ew,34,42,38,85
7,ew,28,32,32,51
7,ew,30,40,34,91
7,ew,13,10,14,28
7,ew,17,26,20,45
7,wh,68,85,85,147
7,ew,64,83,96,122
7,ew,47,67,60,118
7,ew,37,52,41,119
7,ew,64,87,87,110
7,wh,54,65,64,106
7,ew,78,90,96,95
7,ew,50,77,77,130
7,ew,3,8,5,25
7,ew,55,74,76,143
7,ew,47,64,59,101
7,ew,38,34,33,55
7,ew,43,46,40,89
7,ew,44,57,57,114
7,bt,34,58,47,132
7,wh,77,91,91,99
7,ew,31,38,34,101
7,ew,40,36,34,51
7,rock,101,116,120,84
7,ew,33,43,35,94
7,bt,39,43,39,86
7,ew,44,58,57,116
7,ew,33,39,39,103
7,bt,37,57,52,120
7,ew,23,39,36,76
7,ew,29,32,28,79
7,ew,31,33,31,66
7,ew,4,6,9,14
7,ew,33,39,34,87
7,ew,57,61,62,46
7,bt,36,45,38,96
7,ew,47,56,52,125
7,ew,29,19,21,13
7,bt,51,73,63,123
7,ew,49,75,65,147
7,ew,44,57,60,130
7,ew,40,46,44,62
7,ew,53,93,80,146
7,ew,49,52,60,48
7,ew,53,63,62,126
7,ew,30,44,50,101
8,wh,41,69,56,129
8,bt,45,70,63,121
8,wh,39,68,52,130
8,ew,49,70,66,136
8,ew,47,67,57,132
8,wh,47,57,57,80
8,ew,38,45,38,105
8,wh,51,67,66,115
8,ew,65,84,80,126
8,wh,34,60,44,129
8,wh,40,61,51,130
8,ew,42,55,49,124
8,ew,37,48,45,109
8,ew,47,72,71,143
8,ew,74,97,97,170
8,bt,43,68,66,124
8,wh,73,104,92,173
8,bt,38,58,47,141
8,ew,41,50,57,52
8,ew,34,43,40,96
8,ew,51,62,62,124
8,wh,54,70,66,114
8,ew,31,39,37,78
8,wh,42,64,54,123
8,bt,33,50,49,104
8,wh,32,44,39,87
8,wh,45,69,63,114
8,ew,58,78,76,142
8,bt,39,59,53,117
8,wh,47,58,56,85
8,wh,39,62,55,126
8,wh,33,58,44,130
8,ew,44,55,58,135
8,ew,50,71,71,139
8,ew,48,64,65,134
8,ew,71,86,92,130
8,wh,43,79,62,146
8,ew,70,86,88,106
8,ew,48,67,71,109
8,ew,53,71,78,137
8,wh,44,74,61,130
8,ew,16,27,22,85
8,ew,61,84,80,147
8,wh,55,74,77,100
8,ew,63,85,83,151
8,wh,51,75,76,122
8,wh,34,51,43,119
8,wh,58,86,83,158
8,bt,35,52,46,117
8,ew,58,79,85,121
8,ew,62,82,82,130
8,ew,8,17,18,13
8,wh,45,75,66,121
8,ew,64,87,89,142
8,wh,45,69,63,118
8,wh,64,92,87,146
8,wh,57,78,74,135
8,ew,34,40,38,92
8,ew,57,80,76,136
8,ew,34,45,40,79
8,ew,48,66,65,130
8,ew,63,86,85,154
8,wh,36,54,47,116
8,ew,35,42,37,105
8,wh,40,59,53,103
8,wh,50,74,70,113
8,bt,34,54,43,132
8,bt,40,71,58,134
8,wh,35,45,39,104
8,bt,31,44,35,96
8,wh,35,57,45,139
8,ew,42,56,54,109
8,wh,34,63,49,127
8,wh,41,57,49,118
8,ew,30,34,34,38
8,wh,36,63,50,123
8,wh,51,68,62,116
8,wh,35,58,47,137
8,ew,56,77,78,138
8,ew,11,13,15,23
8,wh,39,63,54,123
8,ttt,60,95,91,136
8,ew,66,81,83,146
8,wh,40,63,57,117
8,ew,54,78,72,139
8,wh,24,35,31,66
8,wh,52,66,66,85
8,bt,36,59,45,129
8,wh,41,63,54,117
8,ew,39,48,51,110
8,ew,15,24,25,35
8,ew,48,64,65,130
8,ttt,42,63,55,120
8,ew,44,62,58,136
8,wh,40,59,56,99
8,wh,44,68,60,137
8,wh,51,76,71,124
8,ew,50,67,67,138
8,wh,37,66,53,120
8,wh,28,32,30,56
8,ew,45,59,51,123
8,ew,43,60,53,126
8,ew,56,82,80,129
8,wh,54,68,64,123
8,wh,42,63,60,122
8,ew,46,55,52,108
8,ew,35,45,47,87
8,ew,35,37,37,94
8,ew,59,69,72,64
8,wh,39,63,52,128
8,ew,61,90,84,153
8,wh,61,85,88,147
8,wh,37,61,52,118
8,wh,41,62,55,111
8,ew,30,31,34,36
8,ew,48,56,59,77
8,wh,39,61,54,124
8,ew,50,51,48,127
8,ew,59,81,75,155
8,ew,57,85,75,158
8,wh,35,64,46,141
8,wh,40,58,53,118
8,wh,45,65,62,125
8,wh,44,64,60,118
8,wh,56,69,65,87
8,ew,20,27,26,82
8,wh,40,63,57,124
8,wh,49,81,76,130
8,ew,41,51,50,116
8,ew,54,76,69,125
8,wh,44,70,55,139
8,ew,57,86,85,140
8,wh,34,53,43,129
8,wh,43,61,47,132
8,ew,47,56,53,133
8,ew,37,47,40,107
8,ew,50,61,60,94
8,ew,67,86,89,144
8,wh,39,59,48,131
8,wh,37,59,50,136
8,ew,58,77,75,151
8,ew,46,63,62,128
8,ew,33,44,43,98
8,wh,55,77,71,135
8,ew,28,31,32,47
8,wh,47,66,60,97
8,wh,68,80,89,99
8,wh,43,56,56,87
8,wh,48,66,58,103
8,wh,34,45,44,55
8,wh,54,72,71,113
8,wh,56,72,76,92
8,ew,48,63,58,140
8,bt,41,64,56,129
8,wh,27,33,30,56
8,wh,13,12,10,16
8,wh,42,65,61,107
8,wh,36,66,54,130
8,wh,35,58,42,125
8,wh,37,58,46,126
8,ew,45,63,52,133
8,rock,59,58,56,89
8,wh,37,64,53,125
8,ew,66,86,86,146
8,ew,31,41,34,100
8,ew,51,67,57,134
8,bt,37,55,39,146
8,wh,48,71,62,127
8,ew,59,84,78,155
8,wh,36,56,41,125
8,bt,42,63,58,133
8,wh,28,34,34,41
8,wh,35,52,54,119
8,bt,42,66,52,152
8,wh,48,72,59,129
8,bt,43,72,54,151
8,ew,50,69,76,142
8,bt,41,53,42,137
8,bt,54,77,70,158
8,ew,43,68,63,118
8,wh,52,87,70,156
8,wh,47,63,59,126
8,wh,46,55,56,89
8,ttt,58,107,80,150
8,wh,55,90,85,140
8,wh,48,79,68,140
8,bt,38,51,46,121
8,bt,45,74,50,155
8,wh,40,55,49,124
8,ew,51,64,66,102
8,wh,50,60,55,98
8,bt,38,52,42,119
8,wh,53,70,59,146
8,ew,44,48,47,99
8,ew,54,77,73,149
8,ttt,59,108,80,154
8,ew,48,67,59,147
8,bt,40,53,36,143
8,ew,31,43,39,89
8,ew,42,58,61,138
8,wh,50,82,76,131
8,wh,55,67,74,93
8,ew,41,53,53,102
8,ew,50,75,74,140
8,wh,47,74,70,121
8,ew,57,77,73,135
8,ew,38,45,43,87
8,wh,38,55,48,107
8,ew,51,73,73,132
8,ttt,53,68,58,120
8,ew,43,59,51,128
8,ttt,36,62,41,135
8,ew,57,82,77,149
8,ew,66,92,87,162
8,ew,34,53,52,139
8,ew,11,13,14,40
8,ttt,60,110,81,158
8,ew,28,43,41,100
8,ew,68,83,81,148
8,bt,6,11,12,19
8,ttt,60,112,84,155
8,ttt,48,87,63,146
8,bt,46,69,56,138
8,ew,23,35,36,79
8,ew,28,22,22,63
8,bt,38,70,47,147
8,ew,23,26,19,83
8,bt,35,55,42,133
8,bt,30,43,31,98
8,ew,50,61,64,130
8,ew,45,60,66,131
8,ew,72,94,92,159
8,ew,66,93,83,154
8,ew,50,59,51,119
8,ew,48,62,60,122
8,ew,52,73,63,134
8,ttt,58,113,84,156
8,ew,59,83,83,141
8,ttt,67,99,87,152
8,ew,55,76,75,142
8,bt,3,5,7,8
8,ew,31,46,41,123
8,ew,20,15,18,23
8,ttt,44,82,55,145
8,ew,31,34,35,100
8,ttt,44,80,53,144
8,ew,39,52,45,138
8,ew,41,63,62,155
8,wh,45,61,58,101
8,ew,32,39,43,71
8,ew,33,57,44,128
8,ew,27,38,30,117
8,wh,55,90,70,152
8,wh,47,76,62,133
8,ew,34,52,45,117
8,ew,49,61,59,142
8,wh,41,59,48,116
8,ew,39,63,54,119
8,wh,37,53,40,117
8,ew,44,59,51,133
8,ew,15,17,14,62
8,ew,26,27,26,81
8,ew,11,9,8,60
8,ew,73,112,98,164
8,wh,47,57,55,87
8,ew,24,32,29,87
8,ew,30,30,20,86
8,wh,44,70,56,135
8,ew,51,69,56,133
8,ttt,51,82,67,147
8,ew,53,67,64,100
8,ew,27,29,30,31
8,ew,33,43,39,127
8,ew,66,84,84,160
8,ew,31,39,32,114
9,ew,57,74,81,133
9,ew,58,82,76,150
9,ew,49,69,68,120
9,ew,53,81,77,148
9,bt,43,68,59,127
9,ew,74,107,98,162
9,bt,36,58,43,143
9,bt,57,90,82,146
9,wh,46,64,52,115
9,bt,37,61,47,135
9,ew,52,80,75,146
9,ew,42,55,46,125
9,ew,48,61,59,128
9,ew,18,24,25,80
9,bt,38,64,55,123
9,ew,34,45,41,116
9,bt,40,72,59,132
9,bt,43,65,54,124
9,bt,36,52,45,119
9,wh,52,82,71,132
9,ew,45,84,78,146
9,ew,40,58,50,123
9,ew,44,61,67,108
9,ew,73,97,93,144
9,wh,46,64,59,109
9,ew,49,76,74,145
9,wh,46,63,66,102
9,wh,46,77,72,128
9,ew,46,58,60,109
9,ew,32,41,35,100
9,wh,39,53,57,63
9,ew,49,64,56,123
9,wh,37,59,55,120
9,wh,14,26,21,60
9,wh,39,66,57,124
9,ew,37,51,55,120
9,wh,57,75,74,92
9,ew,56,79,79,140
9,wh,50,67,66,91
9,bt,34,59,42,133
9,bt,37,62,51,119
9,wh,42,66,62,114
9,wh,42,63,58,116
9,ew,30,41,39,61
9,ew,33,37,37,96
9,ew,43,59,56,123
9,wh,49,58,58,86
9,bt,37,59,50,129
9,bt,41,71,55,144
9,wh,54,80,67,119
9,ew,54,74,69,143
9,ew,58,71,67,134
9,ew,27,34,33,62
9,ew,54,72,81,131
9,ew,29,37,40,82
9,bt,44,64,50,136
9,bt,33,65,47,146
9,wh,55,84,80,135
9,ew,48,75,69,136
9,bt,37,55,51,109
9,wh,35,63,51,117
9,ew,53,72,71,108
9,ew,49,59,51,118
9,ew,57,78,80,115
9,bt,35,69,52,140
9,ew,5,17,17,36
9,ew,53,75,73,137
9,ew,32,48,46,110
9,ew,48,87,88,147
9,ew,61,86,80,135
9,ew,31,39,34,105
9,bt,40,67,58,123
9,bt,37,64,45,149
9,ew,54,67,61,131
9,wh,41,69,57,131
9,bt,59,95,87,158
9,ew,36,49,50,90
9,bt,37,72,55,138
9,bt,38,63,55,122
9,bt,39,67,50,139
9,rock,91,105,110,92
9,ew,37,45,42,91
9,wh,49,75,69,117
9,bt,33,59,46,130
9,bt,30,53,39,134
9,ew,24,39,34,103
9,ew,46,69,60,131
9,ew,47,57,57,116
9,wh,61,82,87,107
9,bt,38,64,55,134
9,wh,32,58,52,116
9,wh,53,72,72,99
9,ew,58,85,86,127
9,bt,34,63,46,145
9,wh,45,76,72,130
9,bt,33,53,37,139
9,ew,55,81,70,153
9,ew,57,84,80,157
9,ew,60,82,80,148
9,ew,29,30,31,64
9,ew,52,60,55,125
9,bt,34,64,47,146
9,ew,38,47,48,96
9,ew,43,64,70,128
9,wh,37,64,58,117
9,wh,33,47,43,94
9,ew,42,66,68,129
9,ew,21,27,30,65
9,wh,41,64,53,116
9,ew,25,24,24,38
9,ew,39,45,44,89
9,ew,36,41,44,86
9,ew,48,53,50,121
9,ew,48,55,54,92
9,rock,80,86,89,66
9,wh,37,59,52,114
9,ew,64,86,87,145
9,wh,48,69,63,109
9,ew,48,62,59,131
9,ew,35,31,31,34
9,bt,47,72,58,127
9,ew,51,69,62,144
9,rock,97,114,121,99
9,ew,15,26,20,70
9,wh,27,30,30,67
9,ew,58,84,81,149
9,wh,40,65,59,110
9,ew,46,78,67,138
9,ew,33,49,42,103
9,bt,50,73,69,110
9,wh,56,78,72,113
9,ew,62,83,87,139
9,wh,90,105,112,103
9,ew,55,65,65,106
9,ew,31,33,31,106
9,ew,38,49,46,118
9,ew,55,79,78,146
9,bt,55,81,67,139
9,wh,51,75,74,101
9,ew,65,96,91,154
9,ew,33,34,32,69
9,bt,37,42,35,83
9,ew,52,77,68,141
9,ew,25,23,25,81
9,ew,55,73,73,144
9,wh,63,77,79,102
9,bt,38,56,49,119
9,ew,31,32,29,102
9,ew,49,70,63,142
9,ew,59,76,71,146
9,ew,32,38,35,109
9,ew,65,80,79,130
9,ew,42,63,65,133
9,bt,39,62,49,131
9,ew,47,68,67,139
9,bt,34,54,40,121
9,ew,36,40,36,105
9,ew,44,66,56,141
9,ew,62,82,77,167
9,ew,47,58,61,126
9,ew,52,78,80,156
9,ew,49,57,56,109
9,ew,58,85,79,155
9,ew,41,63,69,122
9,ew,58,85,77,165
9,ew,39,55,45,126
9,ew,29,47,41,111
9,bt,39,73,61,141
9,wh,41,62,58,102
9,wh,51,73,76,140
9,bt,44,75,62,134
9,bt,55,73,72,154
9,ew,31,37,42,108
9,ew,15,21,21,30
9,ew,42,51,48,111
9,ew,55,76,74,116
9,ew,12,9,12,12
9,ew,62,86,86,124
9,bt,35,54,44,118
9,ew,47,66,62,125
9,ew,40,53,50,90
9,ew,30,31,27,110
9,wh,39,68,56,138
9,bt,43,60,51,124
9,wh,42,67,57,130
9,wh,52,66,65,90
9,ew,48,66,67,131
9,wh,44,69,55,147
9,ew,43,66,60,118
9,ew,32,35,32,81
9,ew,30,42,39,123
9,bt,33,56,44,125
9,wh,47,65,68,88
9,ew,45,70,61,140
9,ew,45,73,67,130
9,ew,56,84,81,151
9,ew,48,56,52,107
9,ew,44,56,55,129
9,ew,53,78,76,141
9,bt,37,60,49,139
9,ew,69,93,90,153
9,ew,63,88,90,117
9,ew,42,60,46,137
9,bt,38,66,55,129
9,ew,65,85,84,139
9,ew,38,47,45,118
9,ew,45,61,60,130
9,ew,33,34,36,98
9,ew,45,60,60,121
9,ew,53,70,69,91
9,ew,44,70,64,123
9,ew,33,36,30,58
9,wh,42,59,54,112
9,ew,43,55,52,119
9,ew,46,59,54,115
9,ew,44,59,60,95
9,ttt,5,22,16,57
9,wh,33,62,49,125
9,bt,36,60,50,132
9,ew,67,100,91,167
9,ew,32,38,34,116
9,ew,47,51,54,89
9,ew,23,26,25,64
9,bt,42,65,53,136
9,ew,60,91,78,153
9,ew,45,66,64,141
9,ew,61,78,75,132
9,bt,38,65,56,124
9,ew,70,89,92,156
9,bt,37,53,49,119
9,bt,3,16,13,24
9,ew,43,66,65,133
9,ew,47,69,61,144
9,wh,33,61,45,145
9,bt,38,57,53,119
9,ew,37,50,41,123
9,wh,35,59,50,130
9,ew,35,51,43,127
9,ew,57,79,72,151
9,ew,43,44,43,113
10,ew,80,110,108,150
10,ew,67,90,86,133
10,ew,18,15,14,21
10,wh,39,61,59,105
10,ew,59,84,74,136
10,ew,35,54,47,114
10,ew,36,51,55,117
10,ew,48,61,62,116
10,bt,37,53,39,106
10,wh,43,62,58,104
10,ew,54,79,80,143
10,wh,48,76,70,112
10,bt,36,59,45,119
10,bt,39,71,54,125
10,ew,40,40,46,57
10,ew,69,83,82,102
10,ew,51,66,59,134
10,ew,38,41,39,103
10,wh,56,77,70,116
10,wh,44,68,59,135
10,ew,64,83,87,127
10,ew,65,88,84,149
10,wh,45,66,58,115
10,wh,39,69,57,114
10,wh,50,67,67,96
10,ew,44,67,61,123
10,ew,45,69,65,114
10,wh,14,23,21,34
10,ew,61,87,86,148
10,wh,27,27,27,57
10,wh,45,76,68,118
10,wh,12,9,12,28
10,wh,39,52,52,117
10,ew,48,68,70,119
10,wh,47,62,51,125
10,wh,39,66,55,126
10,bt,38,52,44,106
10,bt,43,61,57,87
10,bt,34,51,39,116
10,ew,35,44,38,100
10,ew,40,70,57,135
10,ew,45,57,59,84
10,ew,76,95,92,157
10,ew,29,31,32,81
10,ew,29,28,29,54
10,ew,60,71,74,123
10,ew,30,44,45,83
10,ew,46,56,55,122
10,wh,56,82,82,125
10,ew,44,54,52,102
10,wh,39,47,43,97
10,wh,49,73,70,111
10,ew,63,86,82,119
10,wh,62,88,78,151
10,ew,35,52,44,120
10,ew,65,77,79,101
10,ew,67,89,87,130
10,ew,27,35,27,101
10,wh,58,69,76,105
10,wh,40,54,50,92
10,ew,38,49,42,98
10,ew,50,56,55,115
10,ew,30,49,37,109
10,wh,66,85,87,129
10,ew,54,73,72,129
10,wh,42,58,55,121
10,ew,54,57,60,79
10,ew,48,82,67,130
10,ew,39,43,44,109
10,ew,72,87,96,122
10,ew,54,77,76,143
10,ew,54,70,69,112
10,wh,33,43,34,112
10,wh,37,61,49,136
10,wh,57,74,72,92
10,ew,61,88,84,148
10,wh,41,67,56,120
10,wh,51,73,68,125
10,wh,42,61,58,116
10,ew,58,82,74,146
10,ew,46,52,55,126
10,ew,54,81,71,132
10,wh,48,67,62,113
10,ew,26,42,36,102
10,wh,37,55,53,103
10,wh,47,70,67,116
10,wh,45,65,60,106
10,wh,51,80,65,125
10,wh,53,83,80,125
10,wh,44,68,61,120
10,wh,40,73,57,135
10,ew,59,84,83,149
10,wh,41,67,64,116
10,wh,42,63,58,111
10,ew,34,40,40,90
10,wh,43,74,66,116
10,ew,59,90,86,146
10,ew,36,44,44,109
10,wh,51,76,69,119
10,ew,37,46,41,107
10,ew,47,62,59,115
