studyarea_,veg_cl_tm,blue_mean,green_mean,red_mean,nir_mean
10,ew,55,78,81,132
10,ew,53,68,74,140
10,ew,53,70,67,103
10,ew,34,46,43,101
10,wh,50,67,63,89
10,wh,54,75,70,113
10,bt,54,77,72,121
10,ew,44,63,63,120
10,dis,60,77,79,104
10,bt,19,34,29,73
10,wh,51,60,55,87
10,wh,38,70,59,131
10,ew,50,77,73,128
10,wh,52,68,66,89
10,ew,41,45,43,119
10,dis,54,61,69,81
10,wh,40,62,56,103
10,wh,40,73,60,122
10,wh,38,52,45,106
10,wh,51,70,65,107
10,bt,30,36,30,83
10,wh,72,96,91,144
10,bt,41,70,56,123
10,ew,52,60,58,119
10,ew,44,64,63,132
10,ew,55,77,77,132
10,bt,43,72,65,128
10,wh,46,72,66,122
10,ew,46,76,68,140
10,ew,53,82,86,155
10,ew,60,78,75,139
10,wh,35,36,31,53
10,bt,38,65,49,126
10,ew,33,34,32,92
10,bt,35,67,53,142
10,bt,37,64,51,135
10,ew,44,55,54,110
10,wh,38,39,40,91
10,wh,47,75,65,122
10,wh,56,79,80,144
10,wh,40,61,56,117
10,wh,52,73,67,99
10,wh,46,66,61,110
10,ew,47,73,70,125
10,ew,28,31,30,70
10,wh,36,44,47,119
10,wh,43,62,57,95
10,wh,52,73,71,113
10,ew,57,90,90,142
10,wh,48,76,65,123
10,wh,50,76,73,120
10,ew,42,63,58,121
10,bt,50,73,74,117
10,wh,55,79,81,133
10,bt,38,70,53,131
10,wh,37,62,50,118
10,ew,47,54,63,116
10,bt,44,69,62,120
10,ew,37,46,42,112
10,ew,41,55,52,120
10,ew,63,81,81,130
10,ew,30,36,34,96
10,ew,54,82,65,142
10,ew,31,35,32,70
10,wh,55,74,72,109
10,bt,34,69,50,145
10,bt,40,68,53,128
10,ew,52,66,65,131
10,bt,44,74,62,138
10,bt,33,64,43,132
10,bt,34,67,47,137
10,ew,35,44,43,96
10,ew,58,78,80,120
10,ew,47,61,65,113
10,ew,33,50,44,94
10,ew,59,84,77,155
10,bt,44,73,63,132
10,wh,43,66,56,118
10,bt,34,64,51,127
10,bt,37,65,51,128
10,ew,42,63,54,123
10,ew,39,42,41,65
10,wh,45,78,71,125
10,ew,72,94,93,146
10,wh,38,60,51,114
10,wh,59,78,71,141
10,wh,42,69,58,115
10,bt,45,68,60,110
10,wh,41,69,56,127
10,ew,34,45,38,112
10,bt,45,77,61,144
10,wh,44,69,63,112
10,ew,49,71,72,125
10,wh,45,67,63,98
10,wh,41,67,56,122
10,ew,53,80,85,143
10,ew,44,55,53,135
10,bt,36,54,45,123
10,ew,46,55,61,124
10,bt,35,60,46,142
10,wh,19,26,25,71
10,wh,44,72,64,120
10,wh,64,83,83,130
10,ew,46,53,60,124
10,ew,68,91,96,130
10,bt,55,80,71,142
10,bt,38,55,48,121
10,ew,77,96,96,136
10,wh,56,75,70,122
10,bt,50,71,64,123
10,wh,58,88,86,148
10,wh,46,73,55,140
10,wh,45,50,47,97
10,ew,53,66,70,140
10,ew,30,29,28,84
10,bt,38,61,49,131
10,ew,43,61,68,147
10,rock,74,91,93,110
10,bt,34,57,42,140
10,ew,52,64,60,140
10,ew,36,44,38,100
10,bt,34,60,48,126
10,ew,65,90,87,149
10,bt,46,75,67,128
10,bt,23,34,27,95
10,wh,52,72,69,119
10,wh,68,86,82,116
10,ew,43,50,50,115
10,wh,61,72,65,105
10,ew,52,77,72,117
10,wh,47,69,59,122
10,ew,53,75,77,134
10,wh,42,62,52,118
10,ttt,41,75,53,132
10,wh,39,56,49,85
10,wh,80,94,98,106
10,ttt,54,108,84,148
10,wh,59,74,69,115
10,wh,43,73,59,137
11,ew,23,13,18,66
11,ew,56,70,73,135
11,ew,56,76,73,117
11,ew,59,77,78,131
11,ew,60,83,93,121
11,ew,35,41,33,108
11,ew,61,98,91,154
11,ew,50,70,65,138
11,bt,26,30,21,69
11,wh,43,68,55,125
11,wh,37,63,50,128
11,ew,52,66,66,119
11,ew,52,76,77,139
11,ew,49,62,53,129
11,ew,32,33,30,88
11,ew,38,62,66,130
11,ew,31,44,40,102
11,bt,41,42,43,82
11,wh,43,64,52,115
11,ew,47,64,62,130
11,ew,27,34,27,79
11,ew,44,63,56,138
11,ew,59,71,73,127
11,ew,52,69,69,140
11,ew,55,82,80,147
11,bt,45,71,61,104
11,ew,46,62,59,139
11,ew,16,36,27,103
11,bt,33,54,42,109
11,ew,61,77,74,132
11,wh,58,81,81,114
11,ew,128,154,164,143
11,ew,51,73,74,116
11,wh,62,81,84,138
11,bt,32,57,48,131
11,bt,45,85,68,151
11,ew,44,53,54,117
11,ew,36,39,38,93
11,ew,51,68,62,133
11,wh,61,90,84,129
11,ew,30,48,36,120
11,ew,40,53,53,120
11,wh,47,72,60,127
11,wh,48,54,49,83
11,ew,40,46,42,65
11,wh,72,85,86,109
11,ew,47,61,62,138
11,wh,70,84,85,109
11,ew,50,78,73,124
11,ew,51,77,72,129
11,wh,43,65,55,111
11,ew,49,73,61,120
11,ew,46,73,73,135
11,wh,66,84,82,113
11,ew,59,75,73,134
11,ew,42,61,46,133
11,ew,52,72,80,120
11,wh,53,92,85,132
11,ew,59,82,77,135
11,ew,53,63,62,118
11,ew,55,80,78,116
11,wh,52,77,69,125
11,bt,39,70,57,134
11,ew,48,72,68,120
11,ew,37,44,45,100
11,wh,53,77,74,118
11,wh,53,70,70,117
11,wh,63,83,82,121
11,wh,38,46,46,87
11,wh,58,81,76,118
11,bt,61,87,83,127
11,ew,46,50,50,90
11,ew,43,56,53,95
11,bt,46,83,63,130
11,ew,64,79,77,132
11,ew,39,61,58,124
11,ew,83,105,115,112
11,wh,43,74,69,128
11,ew,37,49,48,116
11,wh,62,88,82,127
11,wh,37,40,37,60
11,wh,35,40,37,77
11,wh,58,79,80,116
11,ew,61,87,89,159
11,ttt,45,82,68,138
11,wh,49,62,59,101
11,wh,39,71,62,129
11,ew,54,75,72,134
11,ew,56,80,78,130
11,ew,27,33,29,79
11,wh,62,84,81,128
11,ew,52,63,70,107
11,bt,44,71,58,141
11,ew,64,87,84,131
11,wh,17,17,14,15
11,wh,57,78,71,121
11,bt,34,60,44,129
11,wh,52,80,79,118
11,ttt,58,99,83,151
11,ew,51,74,71,128
11,wh,39,47,45,88
11,wh,63,87,79,135
11,wh,45,65,65,112
11,ttt,32,44,34,102
11,bt,30,35,33,63
11,bt,40,56,55,94
11,wh,45,72,66,121
11,ttt,22,30,25,75
11,bt,51,77,76,126
11,ttt,57,104,79,147
11,bt,50,65,64,94
11,bt,58,88,87,139
11,bt,45,54,53,116
11,ew,52,73,75,130
11,bt,45,67,59,113
11,bt,40,62,49,138
11,wh,45,67,64,104
11,wh,47,71,63,123
11,ew,25,20,18,74
11,ttt,60,116,84,169
11,wh,64,84,81,112
11,bt,31,29,28,78
11,bt,29,43,39,73
11,bt,51,73,74,125
11,wh,53,75,72,118
11,ew,42,63,59,119
11,bt,33,36,38,53
11,wh,42,67,58,132
11,wh,49,81,74,130
11,wh,34,43,40,74
11,wh,41,58,49,122
11,wh,40,73,66,113
11,wh,52,77,75,127
11,wh,54,73,72,102
11,wh,40,57,61,90
11,bt,42,42,43,56
11,wh,46,58,66,119
11,wh,41,49,47,85
11,wh,49,69,69,107
11,wh,49,73,68,100
11,ttt,54,107,79,142
11,wh,43,62,58,106
11,wh,57,76,71,109
11,ew,35,43,46,117
11,wh,50,73,66,114
11,ttt,52,93,76,146
11,wh,76,91,96,114
11,ttt,54,118,86,166
11,wh,48,65,64,98
11,wh,69,77,79,89
11,wh,60,88,83,137
11,ttt,54,105,80,156
11,ttt,46,97,66,150
11,wh,53,71,68,126
11,wh,83,96,100,105
11,wh,51,86,80,136
11,wh,41,66,63,118
11,ttt,55,102,79,149
11,wh,43,66,61,119
11,ew,34,39,34,95
11,ew,47,71,74,144
11,bt,40,68,58,125
11,wh,54,76,69,143
11,wh,42,71,63,131
11,ew,57,72,68,134
11,wh,74,91,98,108
11,wh,62,78,75,101
11,ew,69,89,93,154
11,ew,59,79,82,150
11,ew,49,74,73,140
11,wh,38,65,55,118
11,ew,52,83,83,133
11,wh,53,84,77,129
11,wh,75,101,96,154
11,ew,37,34,33,60
11,ew,46,52,50,93
11,ew,61,75,76,139
11,ew,41,48,50,92
11,wh,53,73,71,101
11,ew,63,92,93,146
11,ew,44,48,45,115
11,wh,50,80,71,123
11,ew,65,85,86,127
11,ew,60,87,79,153
11,ew,39,40,44,62
11,wh,44,73,65,128
11,ew,35,40,40,46
11,bt,45,61,52,112
11,ew,45,63,63,116
11,wh,41,71,59,127
11,ew,38,49,45,122
11,ew,63,90,80,145
11,wh,54,78,70,122
11,ttt,53,105,82,150
11,ttt,49,86,61,147
11,wh,49,81,72,126
11,ew,35,50,54,116
11,wh,52,75,75,110
11,wh,45,64,60,96
11,wh,45,71,64,134
11,ew,67,87,88,141
11,ew,44,64,60,120
11,wh,44,74,64,126
11,bt,33,38,33,89
11,bt,38,50,49,95
11,wh,44,73,64,126
11,ew,20,13,18,17
11,wh,48,78,74,127
11,wh,43,70,61,130
11,wh,62,73,75,82
11,ew,51,69,62,124
11,bt,49,60,61,71
11,wh,46,79,69,126
11,wh,62,92,85,142
11,ew,51,75,75,145
11,wh,36,66,51,130
11,wh,40,66,59,125
11,ew,35,40,37,79
11,ew,42,56,59,115
11,wh,41,64,62,121
11,ew,42,67,53,135
11,bt,58,83,77,152
11,bt,58,83,79,163
11,ew,46,69,69,141
11,bt,63,84,78,164
11,bt,41,67,55,132
11,ew,33,34,32,86
11,bt,38,60,45,145
11,wh,54,84,83,125
11,ew,59,79,77,124
11,ew,29,31,31,97
11,ew,32,31,27,90
11,ew,26,18,15,15
11,ew,50,71,72,108
11,wh,34,41,36,80
11,ew,58,84,73,138
11,wh,53,75,71,119
11,ew,41,52,49,86
11,bt,49,82,71,142
11,bt,38,65,57,123
11,bt,40,74,59,129
11,wh,63,84,82,118
11,wh,56,73,73,101
11,ew,49,76,75,121
11,ew,64,80,81,116
11,ew,56,74,72,137
11,ew,42,64,53,134
11,ew,54,79,80,132
11,ew,53,73,68,132
11,ttt,59,103,83,144
11,ew,48,75,65,129
11,ttt,39,77,57,122
11,wh,16,27,28,43
11,ttt,50,97,76,140
11,wh,41,63,56,117
11,bt,60,84,81,119
11,wh,51,70,67,108
11,ew,58,82,79,134
11,ew,36,29,30,80
11,ew,47,56,53,96
11,ew,64,88,92,151
11,ew,44,51,51,122
11,bt,42,60,53,108
11,wh,38,46,45,49
11,ew,75,95,92,138
12,ttt,54,84,60,138
12,wh,51,88,75,162
12,bt,43,66,57,117
12,bt,49,69,65,114
12,ttt,58,97,71,157
12,ew,50,56,55,120
12,bt,58,81,80,118
12,wh,45,67,62,117
12,ew,66,91,89,151
12,wh,63,82,76,136
12,ttt,61,98,76,145
12,wh,40,69,60,115
12,ew,34,39,32,94
12,ttt,54,91,75,130
12,bt,50,71,61,128
12,ew,52,73,73,144
12,ew,25,22,21,68
12,ew,41,68,65,132
12,ew,45,50,46,128
12,ew,44,64,62,97
12,ttt,56,99,77,146
12,ttt,51,84,71,139
12,ttt,53,93,72,139
12,ew,32,48,41,105
12,wh,47,74,63,134
12,ew,11,9,10,37
12,ttt,62,101,81,147
12,bt,26,25,25,84
12,ew,27,28,27,78
12,ew,44,58,65,126
12,ew,10,13,9,48
12,ew,45,57,52,113
12,ew,41,49,46,105
12,ew,37,37,34,106
12,bt,44,64,56,116
12,ttt,58,94,71,157
12,ew,51,67,67,131
12,ew,60,72,66,143
12,ew,48,62,66,141
12,ew,29,28,25,95
12,ew,46,57,59,129
12,ew,50,65,63,132
12,bt,39,69,59,130
12,wh,36,49,43,99
12,ew,47,39,36,123
12,ew,19,24,19,34
12,ew,17,10,10,14
12,ew,45,77,63,140
12,ew,38,41,41,116
12,ew,74,100,87,162
12,bt,36,63,50,121
12,ew,46,85,69,148
12,ew,33,46,47,104
12,ew,49,66,67,132
12,ew,35,38,41,91
12,ttt,58,120,88,156
12,ew,41,59,45,122
12,ew,46,70,71,145
12,ew,49,72,64,133
12,ew,58,77,70,139
12,wh,75,91,90,117
12,ew,56,72,77,136
12,ew,54,87,81,149
12,ttt,61,124,91,168
12,ttt,69,95,84,165
12,ew,31,39,35,74
12,ew,56,74,78,156
12,wh,52,83,77,153
12,ew,63,77,80,137
12,ew,52,76,73,153
12,ew,57,77,83,122
12,wh,44,71,56,130
12,ew,37,45,43,115
12,ew,41,65,63,143
12,ew,61,76,80,145
12,ttt,60,89,73,126
12,dis,38,49,45,51
12,ew,44,49,50,127
12,ew,51,70,70,148
12,ttt,55,102,73,150
12,bt,41,59,47,124
12,wh,48,67,58,120
12,wh,52,74,68,119
12,ttt,58,108,77,158
12,ttt,66,117,87,158
12,ew,26,24,23,91
12,ttt,56,104,79,150
12,wh,50,77,65,132
12,bt,60,93,88,150
12,ttt,59,87,75,124
12,bt,31,61,45,144
12,bt,30,58,42,140
12,ew,55,70,71,142
12,bt,25,21,15,51
12,ew,49,74,75,147
12,ew,48,69,56,137
12,ew,51,60,55,116
12,ttt,48,93,69,146
12,ew,59,84,81,151
12,bt,34,55,41,131
12,wh,42,66,59,115
12,ttt,64,113,87,148
12,bt,32,50,36,131
12,wh,56,71,70,118
12,bt,11,21,16,54
12,bt,36,53,40,135
12,ew,30,35,31,101
12,ew,38,43,37,100
12,bt,37,61,47,124
12,ttt,34,71,49,111
12,ew,49,59,63,124
12,bt,71,103,101,150
12,bt,36,69,48,133
12,ttt,51,108,77,153
12,ew,61,89,87,155
12,ew,51,75,74,150
12,bt,42,57,45,123
12,wh,38,58,50,120
12,bt,49,66,59,119
12,wh,37,46,39,117
12,bt,40,74,57,138
12,ew,56,75,75,138
12,ew,18,17,16,73
12,bt,26,29,25,52
12,bt,47,67,52,124
12,ew,33,46,31,106
12,ttt,48,94,70,148
12,bt,43,62,54,118
12,ew,41,53,53,124
12,ew,55,66,53,116
12,bt,39,67,55,132
12,ew,61,84,82,144
12,bt,43,67,56,120
12,ew,33,42,38,96
12,ew,29,32,28,95
12,bt,34,58,42,139
12,ttt,58,117,87,152
12,ttt,49,79,65,118
12,ew,32,43,42,106
12,bt,37,64,48,141
12,ttt,66,121,93,152
12,ew,47,66,69,125
12,bt,32,40,31,111
12,ew,39,59,54,111
12,bt,40,65,47,131
12,ew,16,6,3,17
12,ew,33,44,39,93
12,ttt,60,123,90,161
12,ew,45,55,50,122
12,ew,49,60,57,125
12,ew,46,52,47,104
12,ew,31,35,29,108
12,ttt,49,90,74,126
12,ew,50,65,62,113
12,ttt,47,65,56,124
12,ew,46,63,65,130
12,ew,32,36,29,118
12,ew,48,59,60,123
12,ttt,52,110,79,153
12,bt,44,73,57,147
12,ew,64,87,79,160
12,ew,20,11,13,26
12,ew,28,41,33,97
12,ew,41,44,38,113
12,ew,26,26,20,94
12,ew,24,42,31,99
12,ew,52,86,91,167
12,ew,33,37,37,48
12,ew,60,82,85,161
12,ttt,50,104,75,155
12,ew,46,79,82,144
12,ew,53,86,75,142
12,ew,37,42,46,98
12,ew,32,28,28,47
12,ew,38,39,36,119
12,ttt,40,87,59,149
12,ew,32,30,28,93
12,ew,38,61,46,136
12,ew,46,60,64,127
12,ew,63,90,77,153
12,ew,47,62,56,136
12,ew,38,34,31,64
12,ew,20,12,13,42
12,ttt,50,87,66,133
12,wh,45,69,61,117
12,wb,85,102,105,101
12,ew,48,49,44,123
12,ew,33,37,36,95
12,ew,40,48,43,126
12,ew,54,77,64,133
12,ew,35,33,35,100
12,ew,69,97,100,150
12,bt,42,62,50,124
12,ew,39,52,42,118
12,bt,43,61,50,145
12,ew,45,46,44,111
12,ew,27,24,26,42
12,ew,40,50,47,123
12,wb,76,91,103,92
12,wh,53,54,57,56
12,ew,49,56,57,120
12,ew,39,44,38,123
12,ew,32,42,45,109
12,ew,45,53,49,111
12,ew,68,95,96,152
12,ew,31,23,23,58
12,ew,50,62,62,128
12,ew,41,48,50,66
12,ttt,48,103,76,151
12,wh,37,65,52,130
12,ew,52,71,64,120
12,ew,36,44,42,113
12,wh,30,37,29,96
12,ew,57,71,73,135
12,ew,23,17,16,40
12,ttt,50,105,79,150
12,ew,52,73,69,131
12,ew,49,71,72,149
12,bt,29,44,40,107
12,ew,46,56,55,106
12,ew,33,32,31,78
12,wh,64,92,91,151
12,wh,43,70,59,118
12,bt,54,95,84,155
12,wh,38,69,59,119
12,ew,39,51,50,115
12,wh,61,85,86,153
12,ew,55,67,61,125
12,bt,34,48,38,117
12,ew,46,53,50,109
12,bt,52,73,67,145
12,ew,35,36,38,100
13,ew,51,65,70,120
13,ew,54,78,79,135
13,ew,57,95,92,159
13,ttt,59,97,73,152
13,ew,49,63,57,141
13,wh,48,87,74,140
13,ttt,56,97,72,149
13,ew,54,86,78,132
13,ttt,62,122,88,165
13,ew,75,98,98,126
13,ew,25,23,17,77
13,ew,40,59,54,126
13,ew,39,72,55,135
13,ew,57,82,81,129
13,ew,58,83,70,132
13,ew,52,70,78,99
13,ew,33,40,41,97
13,ew,52,70,73,132
13,wh,55,78,68,119
13,wh,48,73,64,125
13,wh,49,90,73,142
13,ew,69,83,81,137
13,ew,42,59,55,121
13,wh,46,63,57,128
13,wh,43,69,57,149
13,wh,55,75,65,129
13,wh,42,68,55,130
13,ew,49,77,65,150
13,ew,48,67,66,135
13,wh,30,36,36,108
13,wh,59,89,84,139
13,wh,47,80,70,145
13,bt,32,64,43,136
13,bt,40,67,52,129
13,bt,59,79,77,152
13,ttt,54,99,74,145
13,bt,43,68,57,128
13,dis,73,91,108,119
13,ew,44,80,68,147
13,bt,39,61,52,124
13,bt,34,63,45,145
13,ew,32,33,34,96
13,ew,71,93,92,145
13,ew,56,76,80,132
13,ew,40,52,50,81
13,ttt,66,123,92,165
13,wh,57,92,84,140
13,ew,42,47,45,121
13,ew,68,91,92,148
13,ew,68,94,84,134
13,ew,41,49,40,127
13,ew,72,103,100,162
13,ew,67,82,81,139
13,ew,34,25,26,22
13,ew,41,61,59,97
13,ew,12,3,4,18
13,wh,60,86,84,116
13,wh,36,55,50,89
13,bt,37,67,51,129
13,wh,42,62,54,124
13,ttt,51,86,64,145
13,bt,33,40,35,110
13,bt,38,68,55,130
13,ew,43,62,62,137
13,wh,49,78,72,136
13,ew,55,71,67,141
13,ew,35,38,35,108
13,bt,34,54,36,145
13,ew,47,55,55,124
13,bt,42,64,56,121
13,wh,59,88,85,130
13,ew,51,87,79,151
13,ew,36,64,55,128
13,ew,54,66,67,118
13,ew,49,67,64,134
13,ttt,52,86,75,142
13,bt,30,42,31,109
13,ew,56,82,77,124
13,ew,24,21,22,36
13,ew,49,74,79,145
13,ew,73,93,94,107
13,ew,45,66,57,120
13,bt,36,55,48,114
13,bt,36,64,45,141
13,ttt,60,113,77,164
13,ew,33,24,26,82
13,ew,43,61,55,134
13,wh,55,89,83,126
13,ttt,63,106,78,156
13,ew,46,82,85,151
13,wh,54,86,81,124
13,ew,76,92,95,117
13,ew,60,90,91,152
13,wh,48,70,60,124
13,bt,21,25,21,90
13,ttt,63,121,89,159
13,ew,38,38,40,95
13,wh,53,84,73,135
13,wh,51,74,69,123
13,bt,34,58,39,149
13,ttt,62,116,85,162
13,ew,57,82,80,142
13,ew,67,88,87,144
13,ew,48,59,59,110
13,wh,47,80,71,135
13,ttt,68,126,97,172
13,ttt,62,118,87,165
13,bt,31,47,37,120
13,ttt,44,85,53,136
13,bt,39,58,49,127
13,ew,47,60,49,123
13,bt,43,65,60,116
13,ew,79,94,98,108
13,wh,62,88,85,125
13,bt,37,58,41,148
13,bt,44,73,77,149
13,bt,32,62,40,145
13,bt,42,75,70,150
13,ttt,62,121,87,162
13,bt,47,71,56,139
13,bt,25,42,39,90
13,ew,27,20,24,48
13,ttt,66,120,88,162
13,ttt,62,114,85,160
13,ew,44,65,62,134
13,ttt,60,115,83,153
13,ttt,50,87,62,143
13,bt,67,90,84,126
13,bt,35,65,48,140
13,wh,45,73,66,125
13,ew,52,79,76,134
13,ttt,63,124,94,162
13,wh,50,76,71,128
13,ew,58,79,78,140
13,ttt,60,117,83,163
13,ew,48,75,60,139
13,ew,44,61,65,130
13,bt,49,79,69,137
13,ew,51,80,82,151
13,ew,42,68,61,137
13,ttt,66,121,92,160
13,ew,40,47,45,108
13,ttt,46,90,59,162
13,wh,71,92,88,143
13,ew,61,102,87,150
13,ew,62,89,83,150
13,ew,49,72,71,135
13,ttt,51,85,62,139
13,ew,41,57,53,97
13,ttt,43,57,57,129
13,ew,54,74,69,140
13,ew,37,29,35,62
13,ew,46,56,54,115
13,ew,71,95,93,151
13,wh,56,83,77,126
13,ttt,47,84,63,138
13,ew,48,67,61,121
13,ew,48,65,54,131
13,wh,47,75,68,124
13,ttt,52,87,72,138
13,ew,56,72,68,151
13,ew,49,80,82,151
13,ttt,54,106,80,150
13,ew,56,84,87,144
13,ttt,49,82,59,139
13,wh,46,78,65,126
13,ttt,58,113,84,155
13,wh,42,81,68,133
13,bt,26,23,24,52
13,ew,56,97,84,168
13,ew,59,82,79,134
13,ew,68,99,91,144
13,ew,48,60,57,132
13,wh,53,89,73,138
13,wh,54,72,68,117
13,ew,43,70,62,121
13,dis,69,88,93,128
13,ew,54,68,67,130
13,ew,57,82,73,145
13,wh,63,97,90,133
13,ew,35,47,41,114
13,wh,46,69,55,128
13,ew,38,42,39,128
13,wh,48,79,66,129
13,bt,40,50,41,98
13,ttt,58,99,76,158
13,bt,50,71,59,140
13,ew,41,55,49,128
13,ew,52,76,72,143
13,ew,34,48,46,113
13,ew,57,80,64,161
13,bt,19,28,19,78
13,ew,53,71,73,133
13,ttt,61,109,83,152
13,ew,35,29,35,99
13,ew,35,37,38,104
13,ew,53,79,71,150
13,ew,36,46,48,110
13,bt,36,58,46,122
13,ew,32,30,32,74
13,ew,74,113,99,159
13,ew,36,32,34,49
13,dis,58,50,51,58
13,ew,59,74,76,142
13,bt,32,50,34,147
13,ttt,60,103,75,149
13,ew,42,51,53,111
13,ew,39,60,59,134
13,dis,74,87,96,129
13,ew,62,81,77,144
13,ttt,57,86,83,122
13,ew,45,58,58,115
13,ew,44,49,47,113
13,ew,42,51,45,111
13,wh,54,77,78,115
13,ttt,60,120,91,168
13,dis,67,82,95,122
13,ew,55,87,74,140
13,ttt,52,103,75,150
13,ttt,54,104,75,155
13,dis,43,41,45,71
13,ew,56,82,78,138
13,ttt,59,117,84,164
13,ew,48,49,50,124
13,bt,34,55,42,141
13,ew,57,77,76,137
13,wh,44,44,41,72
13,ew,39,41,38,97
13,dis,96,109,109,48
13,ew,52,79,72,143
13,wh,43,47,43,86
13,ew,53,71,70,128
13,bt,46,68,55,133
13,wh,50,78,70,115
13,ew,64,93,87,155
13,ttt,39,86,59,128
13,bt,37,62,44,149
13,ew,46,65,52,145
13,bt,69,87,85,125
13,ew,41,47,47,118
13,wh,47,81,69,129
13,ew,43,53,53,123
13,wh,53,75,78,110
13,wh,57,73,71,106
13,bt,42,69,47,162
13,wh,43,65,59,110
14,ew,43,65,69,142
14,ew,62,88,82,152
14,bt,45,68,66,155
14,ew,52,83,75,153
14,ew,38,58,48,128
14,ew,40,49,48,100
14,ew,40,49,44,99
14,ew,33,20,21,74
14,ew,47,75,69,148
14,ew,62,93,98,129
14,bt,15,17,12,46
14,ew,45,72,63,136
14,ew,21,27,22,46
14,ew,40,69,58,119
14,ew,44,62,54,131
14,bt,58,73,72,108
14,ew,45,78,68,154
14,bt,40,55,53,121
14,ew,46,61,56,140
14,ew,41,44,48,68
14,ew,40,64,57,143
14,ew,58,85,86,156
14,ew,37,46,46,110
14,bt,41,66,53,124
14,bt,51,75,75,112
14,ew,31,35,34,98
14,ew,62,91,88,144
14,bt,52,74,65,128
14,ew,48,84,77,152
14,bt,67,99,95,148
14,ew,49,79,74,146
14,bt,45,58,57,95
14,bt,32,24,23,31
14,ew,41,59,56,125
14,ew,45,51,47,59
14,ew,41,58,58,129
14,ew,35,62,59,126
14,ew,45,54,57,109
14,ew,23,28,25,52
14,bt,36,47,37,123
14,ew,28,19,22,37
14,ew,52,91,86,152
14,ew,33,36,34,98
14,ew,54,79,75,152
14,ew,57,78,73,147
14,ew,48,82,72,136
14,ew,41,60,57,135
14,dis,33,36,39,71
14,ew,57,84,76,147
14,ew,58,109,97,165
14,ew,51,82,83,158
14,ew,34,38,37,102
14,ew,55,72,65,136
14,ew,61,92,86,141
14,ew,50,59,57,125
14,ew,65,86,84,142
14,ew,39,45,41,98
14,ew,51,87,72,150
14,dis,29,36,39,25
14,ew,52,80,73,160
14,ew,43,63,60,130
14,ew,47,51,51,116
14,ew,58,87,78,148
14,dis,79,83,82,21
14,ew,35,42,39,59
14,ew,38,45,40,93
14,ew,46,48,52,82
14,ew,49,69,67,124
14,ew,34,35,34,90
14,ew,40,47,52,133
14,ew,61,79,80,146
14,ew,43,57,50,98
14,ew,63,74,78,111
14,dis,57,43,49,47
14,ew,61,90,87,155
14,ew,50,77,71,158
14,ew,49,77,75,137
14,ew,44,47,48,114
14,ew,39,52,48,125
14,ew,59,71,77,139
14,ew,60,78,80,135
14,ew,39,40,38,90
14,ew,52,81,76,153
14,ew,43,81,66,142
14,ew,27,26,24,40
14,ew,42,48,45,111
14,ew,31,36,35,86
14,ew,43,54,53,123
14,ew,58,86,82,132
14,ew,49,74,66,115
14,ew,58,77,71,148
14,ew,53,55,53,113
14,ew,35,51,45,111
14,ew,59,89,82,143
14,ew,79,90,92,117
14,ew,55,90,84,139
14,ew,55,72,70,133
14,ew,47,53,55,143
14,ew,27,16,23,47
14,ew,44,53,53,110
14,ew,31,34,33,51
14,ew,38,59,52,116
14,ew,54,62,61,113
14,bt,34,57,43,107
14,ew,59,82,74,121
14,ew,56,85,81,152
14,ew,38,34,36,74
14,wh,63,90,88,143
14,ew,38,54,42,79
14,ew,47,71,62,113
14,wh,57,80,77,116
14,ew,55,81,75,150
14,ew,44,61,58,141
14,ew,43,69,64,123
14,ew,37,44,39,90
14,ew,46,70,61,122
14,ew,47,75,71,150
14,ew,54,90,90,157
14,ew,54,98,86,162
14,dis,14,14,13,12
14,ew,45,78,74,142
14,ew,50,62,58,115
14,wh,51,74,67,123
14,ew,37,56,51,106
14,wh,45,67,61,118
14,ew,36,62,54,130
14,ew,55,89,78,140
14,ew,28,29,28,82
14,ew,49,67,66,118
14,ew,26,21,21,45
14,ew,33,36,35,91
14,ew,52,65,71,124
14,ew,55,94,86,152
14,ew,37,52,47,115
14,wh,54,74,70,113
14,ew,64,87,84,150
14,ew,56,83,76,149
14,ew,52,66,75,113
14,ew,39,59,53,120
14,ew,44,44,45,121
14,ew,22,30,27,35
14,ew,25,31,33,62
14,ew,54,82,80,145
14,ew,43,68,61,144
14,wh,49,65,66,102
14,wh,49,77,68,122
14,ew,61,79,76,109
14,ew,43,54,52,124
14,ew,33,42,37,110
14,ew,46,72,68,126
14,ew,44,68,64,147
14,ew,51,86,70,149
14,ew,38,40,43,128
14,ew,49,79,66,133
14,ew,55,77,68,137
14,ew,49,66,66,124
14,ew,74,94,92,148
14,ew,56,72,74,115
14,ew,34,36,35,83
14,ew,53,77,74,151
14,bt,34,44,35,129
14,ew,49,74,70,140
14,ew,38,68,63,135
14,ew,43,63,61,142
14,ew,60,79,74,156
14,ew,48,53,60,78
14,ew,43,70,68,148
14,ew,53,74,68,142
14,ew,47,73,71,138
14,ew,51,84,77,154
14,wh,69,94,90,148
14,ew,49,60,61,139
14,wh,66,94,88,148
14,ew,51,76,67,124
14,ew,73,90,93,152
14,bt,20,25,25,61
14,ew,53,82,78,125
14,ew,39,47,46,117
14,wh,32,36,35,82
14,wh,60,73,70,113
14,bt,64,87,83,126
14,ew,58,86,83,154
14,bt,32,49,38,124
14,ew,46,61,60,122
